disasterNumber,state,county,ia_totalApprovedIhp,denial_multiplier,d_i,population,ia_validRegistrations,n_i,fema_per_capita,fema_per_applicant,x_i,pct_need_met,per_applicant_alloc
4332,TX,Refugio County,5475515.6,1.4285714285714286,7822165.142857143,7178.0,2758.0,2836.173003211437,762.8191139593201,1985.3211022480057,5166438.527701132,66.04870177688457,1873.255448767633
4332,TX,Sabine County,119070.66,1.4285714285714286,170100.94285714286,10422.0,286.0,594.7585414585415,11.424933793897525,416.33097902097904,17010.094285714287,10.0,59.47585414585415
4332,TX,San Jacinto County,8174965.859999999,1.4285714285714286,11678522.657142855,28233.0,2426.0,4813.900518195736,289.55356710232707,3369.7303627370156,9350915.913882418,80.0693391485025,3854.4583321856626
4332,TX,San Patricio County,17198603.05,1.4285714285714286,24569432.92857143,67221.0,16570.0,1482.766018622295,255.8516393686497,1037.9362130356067,8698623.96525638,35.40425206615526,524.9622187843319
4332,TX,Tyler County,2246071.75,1.4285714285714286,3208673.9285714286,21498.0,1914.0,1676.42316017316,104.47817238812912,1173.496212121212,1371493.3239896118,42.74330625425159,716.5586854700166
4332,TX,Victoria County,13090113.489999998,1.4285714285714286,18700162.12857143,92011.0,19589.0,954.625663820074,142.26683211789893,668.2379646740517,1870016.212857143,10.0,95.46256638200741
4332,TX,Walker County,1685017.24,1.4285714285714286,2407167.4857142856,72764.0,1897.0,1268.93383537917,23.1572926172283,888.253684765419,580972.5830381233,24.135112595446582,306.25860993048144
4332,TX,Waller County,4061213.93,1.4285714285714286,5801734.185714286,51736.0,2332.0,2487.879153393776,78.49880025514149,1741.5154073756432,3557042.578472177,61.309988782849565,1525.3184298765768
4332,TX,Wharton County,15444374.94,1.4285714285714286,22063392.77142857,41869.0,5503.0,4009.339046234521,368.87374764145306,2806.5373323641647,16794000.95461039,76.11703752270645,3051.7901062348515
4335,VI,St. John,9411084.51,1.4285714285714286,13444406.442857144,4170.0,2381.0,5646.537775244495,2256.854798561151,3952.5764426711467,11162875.065245353,83.02988393493605,4688.313761127825
4335,VI,St. Thomas,31405735.660000004,1.4285714285714286,44865336.65714286,51634.0,13410.0,3345.662688824971,608.237511329744,2341.9638821774797,32025318.895760834,71.38098425627703,2388.1669571782872
