disasterNumber,disaster_label,stateAbbreviation,county,named_projectAmount,distributed_statewide_amt,adjusted_projectAmount,named_totalObligated,distributed_statewide_obl,adjusted_totalObligated,ia_validRegistrations,ia_totalApprovedIhp,ia_adjustedNeed,denial_multiplier,combined_need,combined_fema_actual
4337,Irma – Florida,FL,Pasco County,16912677.52,3583143.2118457174,20495820.73184572,15693328.3,3379297.345156372,19072625.64515637,47515.0,16644296.58,23777566.542857144,1.4285714285714286,44273387.27470286,35716922.22515637
4337,Irma – Florida,FL,Pinellas County,51251027.81,10858113.517528808,62109141.32752881,48136037.4,10240392.865651255,58376430.265651256,145023.0,45827196.75,65467423.92857143,1.4285714285714286,127576565.25610024,104203627.01565126
4337,Irma – Florida,FL,Polk County,74513253.66,15786480.805811936,90299734.46581194,67968789.96,14888384.1706574,82857174.13065739,102837.0,40187301.0,57410430.0,1.4285714285714286,147710164.46581194,123044475.13065739
4337,Irma – Florida,FL,Putnam County,12498822.47,2648017.786449536,15146840.256449535,11335269.69,2497371.426878114,13832641.116878117,14001.0,6766261.58,9666087.971428571,1.4285714285714286,24812928.22787811,20598902.696878117
4337,Irma – Florida,FL,Santa Rosa County,3947.44,836.3100888929064,4783.750088892906,3947.44,788.7322096923698,4736.1722096923695,0.0,0.0,0.0,0.0,4783.750088892906,4736.1722096923695
4337,Irma – Florida,FL,Sarasota County,20013596.92,4240108.277575338,24253705.19757534,18725475.55,3998887.51256612,22724363.06256612,30599.0,10364330.25,14806186.07142857,1.4285714285714286,39059891.26900391,33088693.31256612
4337,Irma – Florida,FL,Seminole County,34280075.02,7262624.02651635,41542699.04651635,31658012.92,6849451.6240765685,38507464.54407657,56959.0,20161483.53,28802119.32857143,1.4285714285714286,70344818.37508778,58668948.07407657
4337,Irma – Florida,FL,St. Johns County,32372246.39,6858428.818698692,39230675.20869869,29490217.08,6468251.177444252,35958468.257444255,12344.0,6491986.11,9274265.871428572,1.4285714285714286,48504941.08012726,42450454.367444254
4337,Irma – Florida,FL,St. Lucie County,15620024.72,3309280.0047860374,18929304.72478604,14370816.96,3121014.280864317,17491831.240864318,32878.0,12439541.44,17770773.485714287,1.4285714285714286,36700078.21050033,29931372.68086432
4337,Irma – Florida,FL,Sumter County,30018339.57,6359726.869617814,36378066.43961781,27539812.22,5997920.500461564,33537732.72046156,7081.0,2803720.93,4005315.6142857145,1.4285714285714286,40383382.05390353,36341453.65046156
4337,Irma – Florida,FL,Suwannee County,3037588.97,643547.7933852857,3681136.7633852856,2769131.02,606936.2068695837,3376067.226869584,5191.0,1622039.5699999998,2317199.3857142855,1.4285714285714286,5998336.149099572,4998106.796869583
4337,Irma – Florida,FL,Taylor County,387409.51,82077.11371067255,469486.62371067255,355870.66,77407.72725567411,433278.3872556741,0.0,0.0,0.0,0.0,469486.62371067255,433278.3872556741
4337,Irma – Florida,FL,Union County,235250.21,49840.434316208695,285090.64431620867,215658.92,47005.00019351631,262663.9201935163,1320.0,469412.49,670589.2714285714,1.4285714285714286,955679.9157447801,732076.4101935163
4337,Irma – Florida,FL,Volusia County,51124845.59,10831380.378171423,61956225.96817142,46674915.85,10215180.58092888,56890096.430928886,62206.0,24976178.31,35680254.72857143,1.4285714285714286,97636480.69674285,81866274.74092889
4337,Irma – Florida,FL,Wakulla County,105931.02,22442.69216320356,128373.71216320356,102768.42,21165.922086103048,123934.34208610305,0.0,0.0,0.0,0.0,128373.71216320356,123934.34208610305
4337,Irma – Florida,FL,Walton County,68774.42,14570.64358261508,83345.06358261508,68774.42,13741.716215296776,82516.13621529678,0.0,0.0,0.0,0.0,83345.06358261508,82516.13621529678
4337,Irma – Florida,FL,Washington County,34054.22,7214.774070126105,41268.99407012611,33315.0,6804.323863047974,40119.323863047975,0.0,0.0,0.0,0.0,41268.99407012611,40119.323863047975
4338,Irma – Georgia,GA,Appling County,473086.82,72474.03120345918,545560.8512034592,374464.11,63333.67865360442,437797.7886536044,0.0,0.0,0.0,0.0,545560.8512034592,437797.7886536044
4338,Irma – Georgia,GA,Atkinson County,89187.37,13662.964096810936,102850.33409681093,70801.90000000001,11939.804688577286,82741.7046885773,0.0,0.0,0.0,0.0,102850.33409681093,82741.7046885773
4338,Irma – Georgia,GA,Bacon County,3487370.16,534243.9550394838,4021614.115039484,2619088.98,466865.6401368548,3085954.6201368547,0.0,0.0,0.0,0.0,4021614.115039484,3085954.6201368547
4338,Irma – Georgia,GA,Baker County,55648.2,8524.966692617514,64173.16669261752,43749.59,7449.806393785204,51199.3963937852,0.0,0.0,0.0,0.0,64173.16669261752,51199.3963937852
4338,Irma – Georgia,GA,Baldwin County,493935.05,75667.8535795653,569602.9035795652,409430.86,66124.69933626988,475555.55933626986,0.0,0.0,0.0,0.0,569602.9035795652,475555.55933626986
4338,Irma – Georgia,GA,Banks County,1404406.89,215146.6167842364,1619553.5067842363,1057679.78,188012.54000305475,1245692.3200030548,0.0,0.0,0.0,0.0,1619553.5067842363,1245692.3200030548
4338,Irma – Georgia,GA,Barrow County,175899.62,26946.754823050476,202846.3748230505,147352.17,23548.25697399714,170900.42697399715,0.0,0.0,0.0,0.0,202846.3748230505,170900.42697399715
4338,Irma – Georgia,GA,Ben Hill County,393797.26,60327.35156112936,454124.6115611293,312400.25,52718.926136031245,365119.1761360312,0.0,0.0,0.0,0.0,454124.6115611293,365119.1761360312
4338,Irma – Georgia,GA,Berrien County,154323.92,23641.48845558652,177965.40845558653,129659.9,20659.84750504053,150319.74750504052,0.0,0.0,0.0,0.0,177965.40845558653,150319.74750504052
4338,Irma – Georgia,GA,Bibb County,3091086.99,473535.7771452324,3564622.7671452323,2421797.06,413813.9171051041,2835610.9771051044,0.0,0.0,0.0,0.0,3564622.7671452323,2835610.9771051044
4338,Irma – Georgia,GA,Bleckley County,105738.87,16198.553499754047,121937.42349975403,85859.7,14155.608084315798,100015.3080843158,0.0,0.0,0.0,0.0,121937.42349975403,100015.3080843158
4338,Irma – Georgia,GA,Brantley County,2685544.27,411409.0923569821,3096953.362356982,2023911.75,359522.5878543999,2383434.3378544,0.0,0.0,0.0,0.0,3096953.362356982,2383434.3378544
4338,Irma – Georgia,GA,Brooks County,459609.0,70409.31093237952,530018.3109323796,372461.34,61529.358844333205,433990.6988443332,0.0,0.0,0.0,0.0,530018.3109323796,433990.6988443332
4338,Irma – Georgia,GA,Bryan County,513017.88,78591.22738412468,591609.1073841247,404430.97,68679.38015156158,473110.3501515616,0.0,0.0,0.0,0.0,591609.1073841247,473110.3501515616
4338,Irma – Georgia,GA,Bulloch County,1377902.66,211086.32951594255,1588988.9895159428,1074168.73,184464.33211643217,1258633.0621164322,0.0,0.0,0.0,0.0,1588988.9895159428,1258633.0621164322
4338,Irma – Georgia,GA,Burke County,24498.93,3753.0874719176536,28252.01747191765,18374.2,3279.7518222493472,21653.95182224935,0.0,0.0,0.0,0.0,28252.01747191765,21653.95182224935
4338,Irma – Georgia,GA,Butts County,1787785.63,273877.9142773749,2061663.5442773749,1356689.1,239336.70481868787,1596025.804818688,0.0,0.0,0.0,0.0,2061663.5442773749,1596025.804818688
4338,Irma – Georgia,GA,Camden County,3436165.47,526399.7071257004,3962565.1771257007,2621660.86,460010.7009482776,3081671.5609482774,4846.0,2317215.03,3310307.1857142854,1.4285714285714286,7272872.362839986,5398886.590948277
4338,Irma – Georgia,GA,Candler County,1789507.81,274141.74180708284,2063649.551807083,1352926.93,239567.25868341757,1592494.1886834174,0.0,0.0,0.0,0.0,2063649.551807083,1592494.1886834174
4338,Irma – Georgia,GA,Carroll County,338142.35000000003,51801.35693721295,389943.70693721296,263912.44,45268.22145261759,309180.6614526176,0.0,0.0,0.0,0.0,389943.70693721296,309180.6614526176
4338,Irma – Georgia,GA,Charlton County,769794.72,117927.88173117592,887722.6017311759,587051.3,103054.93487584668,690106.2348758467,731.0,291886.79,416981.12857142853,1.4285714285714286,1304703.7303026044,981993.0248758467
4338,Irma – Georgia,GA,Chatham County,7727667.12,1183831.728782521,8911498.84878252,6010081.0200000005,1034528.0515743488,7044609.071574349,22734.0,4852210.88,6931729.828571429,1.4285714285714286,15843228.677353948,11896819.951574348
4338,Irma – Georgia,GA,Chattahoochee County,21907.0,3356.019517885068,25263.01951788507,16430.25,2932.7616826537505,19363.01168265375,0.0,0.0,0.0,0.0,25263.01951788507,19363.01168265375
4338,Irma – Georgia,GA,Cherokee County,97459.6,14930.219555633888,112389.81955563388,80596.70999999999,13047.23515254309,93643.94515254308,0.0,0.0,0.0,0.0,112389.81955563388,93643.94515254308
4338,Irma – Georgia,GA,Clarke County,529033.51,81044.72475351465,610078.2347535146,430239.91,70823.44487916281,501063.35487916286,0.0,0.0,0.0,0.0,610078.2347535146,501063.35487916286
4338,Irma – Georgia,GA,Clay County,24470.74,3748.768934910799,28219.5089349108,19113.61,3275.9779348236843,22389.587934823685,0.0,0.0,0.0,0.0,28219.5089349108,22389.587934823685
4338,Irma – Georgia,GA,Clayton County,457507.75,70087.41217801078,527595.1621780108,383104.88,61248.0576398928,444352.9376398928,0.0,0.0,0.0,0.0,527595.1621780108,444352.9376398928
4338,Irma – Georgia,GA,Clinch County,512338.42,78487.13823355081,590825.5582335507,390278.69,68588.4186208684,458867.1086208684,0.0,0.0,0.0,0.0,590825.5582335507,458867.1086208684
4338,Irma – Georgia,GA,Cobb County,33657.83,5156.175396432994,38814.00539643299,26750.72,4505.8836967760935,31256.603696776096,0.0,0.0,0.0,0.0,38814.00539643299,31256.603696776096
4338,Irma – Georgia,GA,Coffee County,606348.67,92888.93829203692,699237.6082920369,482414.87,81173.87801634472,563588.7480163447,681.0,221990.9,317129.85714285716,1.4285714285714286,1016367.4654348941,785579.6480163448
4338,Irma – Georgia,GA,Colquitt County,1812865.6,277720.01355285634,2090585.6135528565,1386234.15,242694.24236459125,1628928.3923645914,0.0,0.0,0.0,0.0,2090585.6135528565,1628928.3923645914
4338,Irma – Georgia,GA,Columbia County,294903.34,45177.40288170431,340080.7428817043,241944.43,39479.67387769256,281424.10387769254,0.0,0.0,0.0,0.0,340080.7428817043,281424.10387769254
4338,Irma – Georgia,GA,Cook County,499749.62,76558.61043390907,576308.2304339091,410074.11,66903.11482433799,476977.224824338,0.0,0.0,0.0,0.0,576308.2304339091,476977.224824338
4338,Irma – Georgia,GA,Coweta County,1475837.52,226089.35602077396,1701926.876020774,1127800.03,197575.19187833744,1325375.2218783374,0.0,0.0,0.0,0.0,1701926.876020774,1325375.2218783374
4338,Irma – Georgia,GA,Crawford County,17670.24,2706.973584959759,20377.21358495976,14744.71,2365.572775610335,17110.282775610336,0.0,0.0,0.0,0.0,20377.21358495976,17110.282775610336
4338,Irma – Georgia,GA,Crisp County,567558.1799999999,86946.47051697296,654504.6505169729,439981.23,75980.86835170037,515962.0983517004,0.0,0.0,0.0,0.0,654504.6505169729,515962.0983517004
4338,Irma – Georgia,GA,Dawson County,77233.65000000001,11831.726700940528,89065.37670094054,65550.79000000001,10339.521127105074,75890.31112710509,0.0,0.0,0.0,0.0,89065.37670094054,75890.31112710509
4338,Irma – Georgia,GA,DeKalb County,4374557.569999999,670155.6848053989,5044713.254805398,3464312.65,585636.3180654084,4049948.968065408,0.0,0.0,0.0,0.0,5044713.254805398,4049948.968065408
4338,Irma – Georgia,GA,Decatur County,252832.78,38732.4482786845,291565.2282786845,204689.33,33847.55052279296,238536.88052279296,0.0,0.0,0.0,0.0,291565.2282786845,238536.88052279296
4338,Irma – Georgia,GA,Dodge County,414924.46,63563.91044907665,478488.37044907664,311193.35,55547.29344427802,366740.643444278,0.0,0.0,0.0,0.0,478488.37044907664,366740.643444278
4338,Irma – Georgia,GA,Dooly County,435617.47,66733.95406270659,502351.42406270665,327373.26000000007,58317.53431828045,385690.7943182805,0.0,0.0,0.0,0.0,502351.42406270665,385690.7943182805
4338,Irma – Georgia,GA,Dougherty County,868306.3,133019.25824177513,1001325.5582417751,698664.25,116243.00202888814,814907.2520288881,0.0,0.0,0.0,0.0,1001325.5582417751,814907.2520288881
4338,Irma – Georgia,GA,Douglas County,17909.86,2743.6819154877007,20653.5419154877,13432.39,2397.6514880948143,15830.041488094814,0.0,0.0,0.0,0.0,20653.5419154877,15830.041488094814
4338,Irma – Georgia,GA,Early County,67617.65999999999,10358.615361013211,77976.2753610132,55486.46,9052.19712049615,64538.65712049615,0.0,0.0,0.0,0.0,77976.2753610132,64538.65712049615
4338,Irma – Georgia,GA,Echols County,144262.91,22100.202751033776,166363.11275103377,110570.61,19312.947216694505,129883.5572166945,0.0,0.0,0.0,0.0,166363.11275103377,129883.5572166945
4338,Irma – Georgia,GA,Effingham County,352354.03,53978.50010889035,406332.5301088904,273540.28,47170.78549836263,320711.06549836264,0.0,0.0,0.0,0.0,406332.5301088904,320711.06549836264
4338,Irma – Georgia,GA,Elbert County,55462.92,8496.582920477385,63959.50292047738,47143.48,7425.002354685276,54568.48235468528,0.0,0.0,0.0,0.0,63959.50292047738,54568.48235468528
4338,Irma – Georgia,GA,Emanuel County,608283.65,93185.36549095584,701469.0154909559,469291.02,81432.92011251039,550723.9401125105,0.0,0.0,0.0,0.0,701469.0154909559,550723.9401125105
4338,Irma – Georgia,GA,Evans County,259828.81,39804.19763860186,299633.0076386019,200268.25,34784.13192210351,235052.38192210352,0.0,0.0,0.0,0.0,299633.0076386019,235052.38192210352
4338,Irma – Georgia,GA,Fayette County,300427.21,46023.62625935801,346450.836259358,253582.48,40219.1724067454,293801.65240674536,0.0,0.0,0.0,0.0,346450.836259358,293801.65240674536
4338,Irma – Georgia,GA,Forsyth County,2296456.62,351803.22448059404,2648259.844480594,1738855.6,307434.15260019834,2046289.752600198,0.0,0.0,0.0,0.0,2648259.844480594,2046289.752600198
4338,Irma – Georgia,GA,Franklin County,117303.1,17970.12339016862,135273.22339016863,91723.3,15703.74934662442,107427.04934662442,0.0,0.0,0.0,0.0,135273.22339016863,107427.04934662442
4338,Irma – Georgia,GA,Fulton County,3450697.5,528625.9259742188,3979323.425974218,2728088.0,461956.1512954348,3190044.1512954347,0.0,0.0,0.0,0.0,3979323.425974218,3190044.1512954347
4338,Irma – Georgia,GA,Gilmer County,41271.92,6322.607799360529,47594.52779936053,33299.05,5525.206808123019,38824.25680812302,0.0,0.0,0.0,0.0,47594.52779936053,38824.25680812302
4338,Irma – Georgia,GA,Glascock County,21661.85,3318.464024900656,24980.314024900654,18412.57,2899.9426509970854,21312.512650997087,0.0,0.0,0.0,0.0,24980.314024900654,21312.512650997087
4338,Irma – Georgia,GA,Glynn County,18700468.97,2864798.414065097,21565267.38406509,14131808.62,2503492.894639679,16635301.51463968,11081.0,4613225.220000001,6590321.742857144,1.4285714285714286,28155589.126922235,21248526.734639682
4338,Irma – Georgia,GA,Gordon County,43149.06,6610.174261121736,49759.23426112173,36471.23,5776.505674466045,42247.73567446605,0.0,0.0,0.0,0.0,49759.23426112173,42247.73567446605
4338,Irma – Georgia,GA,Grady County,470500.39,72077.80581606503,542578.1958160651,364069.62,62987.424816982966,427057.0448169829,0.0,0.0,0.0,0.0,542578.1958160651,427057.0448169829
4338,Irma – Georgia,GA,Greene County,138180.38,21168.396050065072,159348.77605006506,111820.17,18498.65904772605,130318.82904772606,0.0,0.0,0.0,0.0,159348.77605006506,130318.82904772606
4338,Irma – Georgia,GA,Gwinnett County,2626266.89,402328.1573020184,3028595.0473020184,2153618.99,351586.9312737588,2505205.921273759,0.0,0.0,0.0,0.0,3028595.0473020184,2505205.921273759
4338,Irma – Georgia,GA,Habersham County,4045463.93,619740.535353085,4665204.465353085,3093884.75,541579.4769919137,3635464.2269919137,0.0,0.0,0.0,0.0,4665204.465353085,3635464.2269919137
4338,Irma – Georgia,GA,Hall County,1102447.2,168888.22388450007,1271335.4238845,923311.18,147588.20949052428,1070899.3894905243,0.0,0.0,0.0,0.0,1271335.4238845,1070899.3894905243
4338,Irma – Georgia,GA,Hancock County,98728.84,15124.65942475702,113853.499424757,81908.02,13217.152459252884,95125.17245925288,0.0,0.0,0.0,0.0,113853.499424757,95125.17245925288
4338,Irma – Georgia,GA,Haralson County,283073.33,43365.117107441496,326438.4471074415,213275.76,37895.9517782079,251171.7117782079,0.0,0.0,0.0,0.0,326438.4471074415,251171.7117782079
4338,Irma – Georgia,GA,Harris County,82596.36,12653.261344148515,95249.62134414852,70206.90000000001,11057.444640282783,81264.3446402828,0.0,0.0,0.0,0.0,95249.62134414852,81264.3446402828
4338,Irma – Georgia,GA,Hart County,1099847.49,168489.96408165892,1268337.454081659,839256.2000000001,147240.17781690345,986496.3778169036,0.0,0.0,0.0,0.0,1268337.454081659,986496.3778169036
4338,Irma – Georgia,GA,Henry County,321351.56,49229.1097577402,370580.6697577402,255893.2,43020.38352257304,298913.58352257306,0.0,0.0,0.0,0.0,370580.6697577402,298913.58352257306
4338,Irma – Georgia,GA,Houston County,1028219.97,157517.06249140453,1185737.0324914046,840970.58,137651.1676338791,978621.7476338792,0.0,0.0,0.0,0.0,1185737.0324914046,978621.7476338792
4338,Irma – Georgia,GA,Irwin County,884323.6,135473.01144503528,1019796.6114450352,669517.95,118387.29032484697,787905.2403248469,0.0,0.0,0.0,0.0,1019796.6114450352,787905.2403248469
4338,Irma – Georgia,GA,Jackson County,4704090.25,720638.0925226115,5424728.342522612,3550100.1,629751.9348584973,4179852.034858497,0.0,0.0,0.0,0.0,5424728.342522612,4179852.034858497
4338,Irma – Georgia,GA,Jasper County,308618.8,47278.52815932206,355897.32815932203,240362.46,41315.80733037757,281678.2673303776,0.0,0.0,0.0,0.0,355897.32815932203,281678.2673303776
4338,Irma – Georgia,GA,Jefferson County,724474.06,110985.0315224101,835459.0915224102,554472.5099999999,96987.71001253456,651460.2200125344,0.0,0.0,0.0,0.0,835459.0915224102,651460.2200125344
4338,Irma – Georgia,GA,Jenkins County,347149.49,53181.19615026463,400330.68615026464,265139.6,46474.036719988646,311613.6367199886,0.0,0.0,0.0,0.0,400330.68615026464,311613.6367199886
4338,Irma – Georgia,GA,Johnson County,40034.41,6133.028773771543,46167.43877377154,34029.25,5359.537300207703,39388.7873002077,0.0,0.0,0.0,0.0,46167.43877377154,39388.7873002077
4338,Irma – Georgia,GA,Jones County,1406774.05,215509.2513376649,1622283.301337665,1061970.53,188329.4394481961,1250299.969448196,0.0,0.0,0.0,0.0,1622283.301337665,1250299.969448196
4338,Irma – Georgia,GA,Lamar County,169119.88,25908.13977917472,195028.01977917476,132082.51,22640.631023828017,154723.14102382804,0.0,0.0,0.0,0.0,195028.01977917476,154723.14102382804
4338,Irma – Georgia,GA,Lanier County,59334.32,9089.657917580607,68423.9779175806,48607.51,7943.279324522576,56550.78932452258,0.0,0.0,0.0,0.0,68423.9779175806,56550.78932452258
4338,Irma – Georgia,GA,Laurens County,1302715.74,199568.14943607475,1502283.8894360748,1031195.44,174398.81342319466,1205594.2534231946,0.0,0.0,0.0,0.0,1502283.8894360748,1205594.2534231946
4338,Irma – Georgia,GA,Lee County,105650.76,16185.055582206192,121835.8155822062,86959.27,14143.812510669995,101103.08251067,0.0,0.0,0.0,0.0,121835.8155822062,101103.08251067
4338,Irma – Georgia,GA,Liberty County,1044585.4,160024.14709899947,1204609.5470989994,802555.29,139842.0612306359,942397.351230636,2088.0,713130.16,1018757.3714285715,1.4285714285714286,2223366.918527571,1655527.511230636
4338,Irma – Georgia,GA,Lincoln County,13321.53,2040.7775910937817,15362.307591093782,11323.3,1783.3967562113671,13106.696756211366,0.0,0.0,0.0,0.0,15362.307591093782,13106.696756211366
4338,Irma – Georgia,GA,Long County,102627.86,15721.965638324566,118349.82563832456,81587.47,13739.12700875307,95326.59700875307,0.0,0.0,0.0,0.0,118349.82563832456,95326.59700875307
4338,Irma – Georgia,GA,Lowndes County,1763725.45,270192.0406441149,2033917.4906441148,1443039.22,236115.6898927851,1679154.9098927851,0.0,0.0,0.0,0.0,2033917.4906441148,1679154.9098927851
4338,Irma – Georgia,GA,Lumpkin County,1311494.7799999998,200913.0451127212,1512407.825112721,1016681.3,175574.0921981289,1192255.3921981289,0.0,0.0,0.0,0.0,1512407.825112721,1192255.3921981289
4338,Irma – Georgia,GA,Macon County,104420.96,15996.657681850367,120417.61768185036,82604.18000000001,13979.175165651162,96583.35516565116,0.0,0.0,0.0,0.0,120417.61768185036,96583.35516565116
4338,Irma – Georgia,GA,Madison County,106311.78,16286.319836632283,122598.09983663227,86975.87,14232.305418300786,101208.1754183008,0.0,0.0,0.0,0.0,122598.09983663227,101208.1754183008
4338,Irma – Georgia,GA,Marion County,21677.09,3320.798700458813,24997.88870045881,17833.56,2901.982879601808,20735.54287960181,0.0,0.0,0.0,0.0,24997.88870045881,20735.54287960181
4338,Irma – Georgia,GA,McDuffie County,195271.31,29914.38022746089,225185.69022746087,161813.04,26141.608421490942,187954.6484214909,0.0,0.0,0.0,0.0,225185.69022746087,187954.6484214909
4338,Irma – Georgia,GA,McIntosh County,3256572.37,498887.1335703307,3755459.503570331,2564873.99,435967.9857362904,3000841.97573629,1552.0,629344.69,899063.8428571428,1.4285714285714286,4654523.346427473,3630186.66573629
4338,Irma – Georgia,GA,Meriwether County,23356.98,3578.1476586867752,26935.12765868677,17977.61,3126.875243826631,21104.48524382663,0.0,0.0,0.0,0.0,26935.12765868677,21104.48524382663
4338,Irma – Georgia,GA,Miller County,33216.82,5088.615339483958,38305.43533948396,25243.9,4446.844246843783,29690.744246843784,0.0,0.0,0.0,0.0,38305.43533948396,29690.744246843784
4338,Irma – Georgia,GA,Mitchell County,372645.94,57087.097635487655,429733.0376354877,292329.47,49887.32980455966,342216.7998045596,0.0,0.0,0.0,0.0,429733.0376354877,342216.7998045596
4338,Irma – Georgia,GA,Monroe County,282376.77,43258.40834059172,325635.1783405917,221157.38,37802.70101463145,258960.08101463143,0.0,0.0,0.0,0.0,325635.1783405917,258960.08101463143
4338,Irma – Georgia,GA,Montgomery County,37862.4,5800.290016614398,43662.6900166144,29791.66,5068.763223321741,34860.42322332174,0.0,0.0,0.0,0.0,43662.6900166144,34860.42322332174
4338,Irma – Georgia,GA,Morgan County,149565.18,22912.478352854952,172477.65835285495,121230.98,20022.779429552706,141253.7594295527,0.0,0.0,0.0,0.0,172477.65835285495,141253.7594295527
4338,Irma – Georgia,GA,Muscogee County,484062.56,74155.4479954997,558218.0079954996,404773.16,64803.0368364122,469576.1968364122,0.0,0.0,0.0,0.0,558218.0079954996,469576.1968364122
4338,Irma – Georgia,GA,Newton County,2972741.97,455406.0379310772,3428148.0079310774,2265544.78,397970.68252305774,2663515.4625230576,0.0,0.0,0.0,0.0,3428148.0079310774,2663515.4625230576
4338,Irma – Georgia,GA,Oconee County,62267.39,9538.986450347447,71806.37645034745,50800.28,8335.938990772689,59136.218990772686,0.0,0.0,0.0,0.0,71806.37645034745,59136.218990772686
4338,Irma – Georgia,GA,Oglethorpe County,59014.63,9040.68334873628,68055.31334873628,48448.87,7900.481379467225,56349.351379467225,0.0,0.0,0.0,0.0,68055.31334873628,56349.351379467225
4338,Irma – Georgia,GA,Peach County,1308958.81,200524.54989124995,1509483.35989125,1004210.18,175234.5936066121,1179444.773606612,0.0,0.0,0.0,0.0,1509483.35989125,1179444.773606612
4338,Irma – Georgia,GA,Pickens County,2723841.74,417276.032458576,3141117.772458576,2057407.28,364649.5953204418,2422056.875320442,0.0,0.0,0.0,0.0,3141117.772458576,2422056.875320442
4338,Irma – Georgia,GA,Pierce County,656939.93,100639.2124507258,757579.1424507259,504686.16,87946.69532611663,592632.8553261166,0.0,0.0,0.0,0.0,757579.1424507259,592632.8553261166
4338,Irma – Georgia,GA,Putnam County,106135.79,16259.359236141454,122395.14923614144,90215.42,14208.745061860824,104424.16506186084,0.0,0.0,0.0,0.0,122395.14923614144,104424.16506186084
4338,Irma – Georgia,GA,Quitman County,17605.32,2697.028234747448,20302.34823474745,13974.78,2356.881723050062,16331.661723050063,0.0,0.0,0.0,0.0,20302.34823474745,16331.661723050063
4338,Irma – Georgia,GA,Rabun County,143888.46,22042.839282349243,165931.29928234924,117531.83,19262.81837148203,136794.64837148204,0.0,0.0,0.0,0.0,165931.29928234924,136794.64837148204
4338,Irma – Georgia,GA,Randolph County,111218.07,17037.93370436426,128256.00370436428,91066.54,14889.1264944859,105955.66649448592,0.0,0.0,0.0,0.0,128256.00370436428,105955.66649448592
4338,Irma – Georgia,GA,Richmond County,584685.59,89570.28583859709,674255.8758385971,490281.28,78273.77070122794,568555.050701228,0.0,0.0,0.0,0.0,674255.8758385971,568555.050701228
4338,Irma – Georgia,GA,Rockdale County,990716.36,151771.73692646413,1142488.0969264642,779928.5800000001,132630.43680039252,912559.0168003928,0.0,0.0,0.0,0.0,1142488.0969264642,912559.0168003928
4338,Irma – Georgia,GA,Schley County,31502.07,4825.926040707612,36327.996040707614,24939.99,4217.285060495559,29157.27506049556,0.0,0.0,0.0,0.0,36327.996040707614,29157.27506049556
4338,Irma – Georgia,GA,Screven County,26649.61,4082.558602456981,30732.16860245698,21696.6,3567.6703823283065,25264.27038232831,0.0,0.0,0.0,0.0,30732.16860245698,25264.27038232831
4338,Irma – Georgia,GA,Spalding County,757164.02,115992.9351056886,873156.9551056887,592881.76,101364.02178938597,694245.781789386,0.0,0.0,0.0,0.0,873156.9551056887,694245.781789386
4338,Irma – Georgia,GA,Stephens County,299996.59,45957.657887385976,345954.247887386,244578.89,40161.5239000679,284740.4139000679,0.0,0.0,0.0,0.0,345954.247887386,284740.4139000679
4338,Irma – Georgia,GA,Stewart County,44814.6,6865.324886393033,51679.92488639303,37017.28,5999.47695729469,43016.75695729469,0.0,0.0,0.0,0.0,51679.92488639303,43016.75695729469
4338,Irma – Georgia,GA,Sumter County,660652.53,101207.9602510682,761860.4902510683,499642.26,88443.71322099135,588085.9732209913,0.0,0.0,0.0,0.0,761860.4902510683,588085.9732209913
4338,Irma – Georgia,GA,Talbot County,28980.73,4439.672046494606,33420.4020464946,24064.74,3879.7450348899447,27944.48503488994,0.0,0.0,0.0,0.0,33420.4020464946,27944.48503488994
4338,Irma – Georgia,GA,Taliaferro County,6150.0,942.142695713387,7092.142695713387,4612.5,823.3205983621932,5435.820598362193,0.0,0.0,0.0,0.0,7092.142695713387,5435.820598362193
4338,Irma – Georgia,GA,Tattnall County,1189746.86,182262.00225966464,1372008.8622596646,909903.36,159275.3002723155,1069178.6602723156,0.0,0.0,0.0,0.0,1372008.8622596646,1069178.6602723156
4338,Irma – Georgia,GA,Taylor County,1791669.2399999998,274472.8597724155,2066142.0997724151,1351385.94,239856.6163811277,1591242.5563811278,0.0,0.0,0.0,0.0,2066142.0997724151,1591242.5563811278
4338,Irma – Georgia,GA,Telfair County,209587.4,32107.51837781462,241694.9183778146,167118.13,28058.150175150626,195176.28017515063,0.0,0.0,0.0,0.0,241694.9183778146,195176.28017515063
4338,Irma – Georgia,GA,Terrell County,38448.36,5890.055534334758,44338.41553433476,29869.64,5147.207603454474,35016.84760345447,0.0,0.0,0.0,0.0,44338.41553433476,35016.84760345447
4338,Irma – Georgia,GA,Thomas County,754857.1799999999,115639.54121037484,870496.7212103747,590223.64,101055.19757977198,691278.837579772,0.0,0.0,0.0,0.0,870496.7212103747,691278.837579772
4338,Irma – Georgia,GA,Tift County,350923.81,53759.39908022966,404683.2090802296,279010.24,46979.31727296595,325989.557272966,0.0,0.0,0.0,0.0,404683.2090802296,325989.557272966
4338,Irma – Georgia,GA,Toombs County,1465964.25,224576.8309454396,1690541.0809454396,1105779.98,196253.4249573307,1302033.4049573308,0.0,0.0,0.0,0.0,1690541.0809454396,1302033.4049573308
4338,Irma – Georgia,GA,Towns County,348737.79,53424.51407605351,402162.3040760535,261553.34,46686.66763159494,308240.00763159496,0.0,0.0,0.0,0.0,402162.3040760535,308240.00763159496
