disasterNumber,state,county,ia_totalApprovedIhp,denial_multiplier,d_i,population,n_i,ia_validRegistrations,adjusted_applicants,fema_per_capita,fema_per_applicant
4332,TX,Jefferson County,180249391.35,1.4285714285714286,257499130.5,255889.0,2692.620348211885,66942.0,95631.42857142858,704.404610397477,1884.8342437483193
4332,TX,Karnes County,252495.99,1.4285714285714286,360708.5571428571,15590.0,659.2584595300261,383.0,547.1428571428571,16.196022450288645,461.4809216710183
4332,TX,Kleberg County,430586.58,1.4285714285714286,615123.6857142857,30756.0,318.01076809453474,1354.0,1934.2857142857142,14.00008388607101,222.60753766617432
4332,TX,Lavaca County,140529.28,1.4285714285714286,200756.11428571428,20015.0,336.19444976076556,418.0,597.1428571428571,7.021198101423932,235.33611483253588
4332,TX,Lee County,293066.43999999994,1.4285714285714286,418666.3428571428,17104.0,1395.554476190476,210.0,300.0,17.13438026192703,976.8881333333331
4332,TX,Liberty County,30050158.82,1.4285714285714286,42928798.31428572,83648.0,2855.936021668884,10522.0,15031.428571428572,359.2453952276205,1999.1552151682188
4332,TX,Matagorda County,5726215.05,1.4285714285714286,8180307.214285715,36848.0,588.3903668310728,9732.0,13902.857142857143,155.40097291576205,411.8732567817509
4332,TX,Montgomery County,39695644.09,1.4285714285714286,56708062.985714294,571542.0,2070.069049332499,19176.0,27394.285714285714,69.45359061976198,1449.0483345327493
4332,TX,Newton County,4129473.18,1.4285714285714286,5899247.4,13909.0,2077.1997887323946,1988.0,2840.0,296.89216909914444,1454.039852112676
4332,TX,Nueces County,18473120.83,1.4285714285714286,26390172.61428571,361328.0,365.6885111647794,50516.0,72165.71428571429,51.12562776756852,255.9819578153456
4332,TX,Orange County,127268105.94,1.4285714285714286,181811579.91428572,85056.0,4455.854139766123,28562.0,40802.857142857145,1496.2860461343114,3119.097897836286
4332,TX,Polk County,3167568.47,1.4285714285714286,4525097.814285715,48938.0,1417.8909892569384,2234.0,3191.4285714285716,64.72615288732682,992.5236924798568
4332,TX,Refugio County,5475515.6,1.4285714285714286,7822165.142857143,7178.0,1985.3211022480057,2758.0,3940.0,762.8191139593201,1389.724771573604
4332,TX,Sabine County,119070.66,1.4285714285714286,170100.94285714286,10422.0,416.33097902097904,286.0,408.57142857142856,11.424933793897525,291.43168531468535
4332,TX,San Jacinto County,8174965.859999999,1.4285714285714286,11678522.657142857,28233.0,3369.7303627370156,2426.0,3465.714285714286,289.55356710232707,2358.8112539159106
4332,TX,San Patricio County,17198603.05,1.4285714285714286,24569432.92857143,67221.0,1037.9362130356064,16570.0,23671.428571428572,255.8516393686497,726.5553491249245
4332,TX,Tyler County,2246071.75,1.4285714285714286,3208673.9285714286,21498.0,1173.4962121212122,1914.0,2734.285714285714,104.47817238812912,821.4473484848485
4332,TX,Victoria County,13090113.489999998,1.4285714285714286,18700162.12857143,92011.0,668.2379646740518,19589.0,27984.285714285714,142.26683211789893,467.7665752718362
4332,TX,Walker County,1685017.24,1.4285714285714286,2407167.4857142856,72764.0,888.253684765419,1897.0,2710.0,23.1572926172283,621.7775793357933
4332,TX,Waller County,4061213.93,1.4285714285714286,5801734.185714286,51736.0,1741.5154073756432,2332.0,3331.4285714285716,78.49880025514149,1219.0607851629502
4332,TX,Wharton County,15444374.94,1.4285714285714286,22063392.77142857,41869.0,2806.5373323641647,5503.0,7861.428571428572,368.87374764145306,1964.5761326549155
4335,VI,St. John,9411084.51,1.4285714285714286,13444406.442857143,4170.0,3952.576442671146,2381.0,3401.4285714285716,2256.854798561151,2766.8035098698024
4335,VI,St. Thomas,31405735.660000004,1.4285714285714286,44865336.65714286,51634.0,2341.9638821774797,13410.0,19157.14285714286,608.237511329744,1639.3747175242356
4336,PR,Canovanas,3390798.31,2.5,8476995.775,44034.0,3580.568437170011,947.0,2367.5,77.00409479038925,1432.2273748680043
4336,PR,Catano,346297.02,2.5,865742.55,24532.0,1311.7311363636363,264.0,660.0,14.116134844285016,524.6924545454546
4336,PR,Culebra,750755.33,2.5,1876888.325,1824.0,3524.672910798122,213.0,532.5,411.5983168859649,1409.8691643192487
4336,PR,Dorado,884455.97,2.5,2211139.925,36721.0,2267.83582051282,390.0,975.0,24.085835625391464,907.1343282051282
4336,PR,Fajardo,482845.22,2.5,1207113.0499999998,33408.0,618.2397183098591,781.0,1952.5,14.452981920498084,247.29588732394365
4336,PR,Loiza,1357502.2599999998,2.5,3393755.6499999994,25441.0,1480.3732388222463,917.0,2292.5,53.35884045438465,592.1492955288985
4336,PR,Luquillo,458914.2100000001,2.5,1147285.5250000001,18432.0,1127.5533415233417,407.0,1017.5,24.89768934461806,451.0213366093367
4336,PR,Toa Baja,1542159.56,2.5,3855398.9000000004,79330.0,2432.42832807571,634.0,1585.0,19.439802848859195,972.9713312302839
4336,PR,Vega Baja,1264283.69,2.5,3160709.2249999996,55857.0,1798.4120768136556,703.0,1757.5,22.634292747551783,719.3648307254623
4336,PR,Vieques,2472271.59,2.5,6180678.975,8577.0,7083.872750716332,349.0,872.5,288.24432668765303,2833.549100286533
4337,FL,Alachua County,7596709.25,1.4285714285714286,10852441.785714285,266501.0,347.7868996932656,21843.0,31204.285714285714,28.50536864777243,243.45082978528592
4337,FL,Baker County,1214777.68,1.4285714285714286,1735396.6857142856,28255.0,422.38445062586925,2876.0,4108.571428571428,42.99337037692444,295.66911543810846
4337,FL,Bradford County,2915070.87,1.4285714285714286,4164386.9571428574,27158.0,825.5652421410365,3531.0,5044.285714285715,107.33746483540762,577.8956694987255
